"kod_kraja" "obvod" "kod_okresu" "kod_obce" "obec" "pocet_hlasov" "OlanoNova_hlasy" "OlanoNova_percent" "SmeRodina_hlasy" "SmeRodina_percent" "Most_hlasy" "Most_percent" "SNS_hlasy" "SNS_percent" "SMER_hlasy" "SMER_percent" "KDH_hlasy" "KDH_percent" "LSNS_hlasy" "LSNS_percent" "Siet_hlasy" "Siet_percent" "SMK_hlasy" "SMK_percent" "SaS_hlasy" "SaS_percent" "mladi" "zaklad.stred" "mladiXvzdel" "zakladne_vzdelanie_." "bez_vzdelania_." "obyvatelov2004" "pocet_obyvatelov_2014" "rozdiel_obyvatelov" "perce_rozdiel_obyv_2014_ku2004" "vek65v" "madarska_narodnost" "rim_kat" "vek0_14" "vs_vzdelanie_mgr" "perc_romov" "prirastok_romov" "per_uoz" "lng" "lat"
"209" "TTSK" "Piešťany" 204 507466 "Prašník" 424 44 10.37 30 7.07 12 2.83 22 5.18 161 37.97 6 1.41 40 9.43 19 4.48 0 0 66 15.56 6.44 70.28 452.6032 20.16 15.15 859 854 -5 -0.58 13.17 0 18.07 14.69 7.11 10.73 15.19 4.57 17.6886859 48.6512024
"210" "TTSK" "Piešťany" 204 507482 "Rakovice" 288 30 10.41 27 9.37 3 1.04 28 9.72 86 29.86 11 3.81 48 16.66 19 6.59 0 0 24 8.33 8.42 69.51 585.2742 13.97 15.06 499 570 71 14.23 10.89 0 76.41 15.06 6.35 0 0 4.04 17.7384644 48.5598336
"211" "TTSK" "Piešťany" 204 507491 "Ratnovce" 546 64 11.72 25 4.57 31 5.67 59 10.8 166 30.4 34 6.22 66 12.08 19 3.47 0 0 65 11.9 6.82 66.73 455.0986 22.18 15.11 951 1027 76 7.99 12.76 0 79.59 15.11 8.83 10.54 45.24 5.36 17.8389346 48.5618284
"327" "TTSK" "Trnava" 207 507512 "Ružindol" 848 156 18.39 61 7.19 25 2.94 65 7.66 259 30.54 44 5.18 64 7.54 33 3.89 0 0 110 12.97 6.24 60.92 380.1408 13.18 16.79 1259 1603 344 27.32 12.59 0 72.2 16.52 12.85 0 0 3.49 17.4891407 48.372841
"290" "TTSK" "Trnava" 203 507521 "Sasinkovo" 387 36 9.3 29 7.49 7 1.8 47 12.14 176 45.47 10 2.58 39 10.07 7 1.8 0 0 21 5.42 7.85 72.95 572.6575 21.82 13.3 868 854 -14 -1.61 17.39 0.23 56.14 13.18 5 0 0 5.04 17.8517859 48.372912
"291" "TTSK" "Trnava" 203 507539 "Siladice" 360 65 18.05 41 11.38 15 4.16 26 7.22 114 31.66 14 3.88 23 6.38 11 3.05 0 0 35 9.72 7.16 70.27 503.1332 18.64 15.09 627 670 43 6.86 15.98 0.15 61.24 15.09 6.95 0 0 2.99 17.7428223 48.3571823
"329" "TTSK" "Trnava" 207 507555 "Smolenice" 1829 323 17.65 134 7.32 48 2.62 126 6.88 529 28.92 114 6.23 158 8.63 78 4.26 1 0.05 249 13.61 7.27 66.41 482.8007 11.13 13.29 3210 3358 148 4.61 11.31 0.06 72.18 12.99 10.21 0 0 3.04 17.4300631 48.5058478
"212" "TTSK" "Piešťany" 204 507563 "Sokolovce" 630 45 7.14 70 11.11 4 0.63 66 10.47 246 39.04 7 1.11 75 11.9 26 4.12 0 0 61 9.68 7.43 73.2 543.876 19.45 15.18 1158 1292 134 11.57 11.23 0.24 82.53 15.18 3.87 0 0 4.18 17.8445197 48.536547
"330" "TTSK" "Trnava" 207 507571 "Suchá nad Parnou" 1105 189 17.1 70 6.33 34 3.07 102 9.23 288 26.06 58 5.24 118 10.67 60 5.42 0 0 149 13.48 7.25 65.08 471.83 12.7 15.79 1742 2041 299 17.16 14.43 0 82.96 15.37 9.62 0 0 2.99 17.4898676 48.4098899
"332" "TTSK" "Trnava" 207 507601 "Špačince" 1532 253 16.51 131 8.55 32 2.08 113 7.37 494 32.24 70 4.56 116 7.57 63 4.11 0 0 217 14.16 5.7 65.32 372.324 14.38 14.42 2019 2613 594 29.42 15.47 0.22 81.74 14.07 10.63 0 0 2.99 17.6104693 48.4396923
"333" "TTSK" "Trnava" 207 507636 "Šúrovce" 1241 214 17.24 91 7.33 22 1.77 110 8.86 381 30.7 93 7.49 138 11.12 43 3.46 0 0 111 8.94 6.18 69.95 432.291 16.92 13.26 2212 2329 117 5.29 16.53 0.31 86.26 12.99 7.03 0 0 3.52 17.7173878 48.3328671
"294" "TTSK" "Trnava" 203 507661 "Trakovice" 843 113 13.4 75 8.89 13 1.54 59 6.99 285 33.8 52 6.16 77 9.13 60 7.11 0 0 78 9.25 6.75 67.62 456.435 14.25 16.7 1304 1511 207 15.87 13.7 0 86.98 16.7 7.16 0 0 3.04 17.7095477 48.4392998
"215" "TTSK" "Piešťany" 204 507679 "Trebatice" 713 93 13.04 80 11.22 8 1.12 82 11.5 217 30.43 32 4.48 60 8.41 37 5.18 0 0 83 11.64 7.23 71.27 515.2821 14.05 15.08 1228 1369 141 11.48 14.44 0 84.84 15.08 6.51 0 0 2.41 17.7526371 48.5980472
"335" "TTSK" "Trnava" 207 507687 "Trstín" 738 105 14.22 87 11.78 8 1.08 58 7.85 222 30.08 39 5.28 72 9.75 35 4.74 0 0 77 10.43 9.04 70.94 641.2976 19.08 13.26 1301 1416 115 8.84 16.1 0.44 79.68 12.96 6.55 0 0 2.33 17.4643592 48.5262243
"216" "TTSK" "Piešťany" 204 507709 "Veľké Kostoľany" 1300 183 14.07 107 8.23 9 0.69 102 7.84 419 32.23 104 8 190 14.61 57 4.38 0 0 94 7.23 7.97 69.83 556.5451 15.49 17.2 2642 2773 131 4.96 11.75 0.07 87.51 17.12 5.19 2.51 -1.43 3.07 17.7227604 48.5104742
"218" "TTSK" "Piešťany" 204 507725 "Veselé" 568 77 13.55 47 8.27 3 0.52 54 9.5 163 28.69 43 7.57 90 15.84 30 5.28 0 0 39 6.86 6.63 73.55 487.6365 19.5 14.79 1121 1191 70 6.24 15.29 0.17 81.98 14.79 5.29 0 0 2.94 17.7330618 48.5481355
"337" "TTSK" "Trnava" 207 507741 "Voderady" 751 105 13.98 55 7.32 7 0.93 82 10.91 253 33.68 36 4.79 55 7.32 48 6.39 0 0 84 11.18 5.95 68.21 405.8495 13.69 15.13 1321 1446 125 9.46 13.25 0.07 83.49 14.77 7.46 0 0 2.42 17.5588418 48.2773302
"219" "TTSK" "Piešťany" 204 507750 "Vrbové" 2991 436 14.57 210 7.02 49 1.63 240 8.02 941 31.46 186 6.21 267 8.92 186 6.21 0 0 371 12.4 7.52 67.51 507.6752 13.27 12.98 6301 6091 -210 -3.33 12.17 0.06 65.62 12.93 8.29 0 0 2.91 17.7231645 48.6217217
"338" "TTSK" "Trnava" 207 507768 "Zavar" 1034 133 12.86 103 9.96 19 1.83 96 9.28 347 33.55 63 6.09 110 10.63 28 2.7 0 0 107 10.34 6.8 69.62 473.416 16.35 14.95 1743 2222 479 27.48 11.66 0.57 75.45 14.6 7.8 0 0 2.97 17.6736431 48.351445
"339" "TTSK" "Trnava" 207 507776 "Zeleneč" 1366 246 18 131 9.59 18 1.31 100 7.32 392 28.69 79 5.78 130 9.51 61 4.46 1 0.07 169 12.37 6.87 71.27 489.6249 17.01 13.05 2364 2576 212 8.97 13.37 0.04 88.12 12.4 7 0 0 3.65 17.5986861 48.3318979
"295" "TTSK" "Trnava" 203 507792 "Žlkovce" 329 41 12.46 20 6.07 6 1.82 29 8.81 95 28.87 28 8.51 44 13.37 23 6.99 0 0 39 11.85 6.98 70.63 492.9974 15.71 15.08 653 659 6 0.92 14.29 0.16 92.38 15.08 8.25 0 0 2.88 17.7166225 48.4589335
"44" "BSK" "Pezinok" 107 507806 "Báhoň" 908 114 12.55 87 9.58 19 2.09 60 6.6 254 27.97 82 9.03 66 7.26 40 4.4 0 0 156 17.18 6.52 60.04 391.4608 12.97 15.79 1623 1748 125 7.7 13.15 0.47 76.53 14.91 9.51 0 0 2.57 17.4447469 48.3082085
"61" "BSK" "Senec" 108 507814 "Bernolákovo" 3623 610 16.83 253 6.98 200 5.52 276 7.61 756 20.86 101 2.78 190 5.24 228 6.29 4 0.11 831 22.93 5.38 57.33 308.4354 10.71 16.45 4765 6147 1382 29 14.58 0.56 56.45 16.43 14.87 0 0 2.78 17.2985114 48.1995393
"62" "BSK" "Senec" 108 507822 "Blatné" 911 90 9.87 72 7.9 39 4.28 88 9.65 291 31.94 83 9.11 54 5.92 44 4.82 0 0 125 13.72 6.6 61.07 403.062 16.67 18.02 1482 1742 260 17.54 14.88 1.05 81.61 18.02 10.82 3.29 0 2.64 17.417111 48.2669514
"18" "BSK" "Malacky" 106 507831 "Borinka" 437 74 16.93 27 6.17 36 8.23 30 6.86 57 13.04 29 6.63 24 5.49 27 6.17 0 0 115 26.31 5.87 54.3 318.741 12.26 14.17 506 732 226 44.66 14.97 0.96 59.55 14.17 17.99 0 0 4.37 17.0861501 48.2623923
"45" "BSK" "Pezinok" 107 507849 "Budmerice" 1331 189 14.19 126 9.46 36 2.7 102 7.66 365 27.42 50 3.75 138 10.36 66 4.95 0 0 184 13.82 6.58 58.65 385.917 11.3 17.44 2052 2356 304 14.81 12.02 0.31 78.74 16.55 14.62 0 0 2.93 17.4097059 48.3561767
"46" "BSK" "Pezinok" 107 507857 "Častá" 1267 158 12.47 226 17.83 35 2.76 110 8.68 303 23.91 79 6.23 80 6.31 64 5.05 0 0 144 11.36 5.92 67.37 398.8304 13.55 16.54 2093 2212 119 5.69 12.03 0.14 80.97 15.35 7.74 0 0 3.39 17.357868 48.400001
"64" "BSK" "Senec" 108 507865 "Čataj" 660 81 12.27 73 11.06 19 2.87 62 9.39 226 34.24 15 2.27 46 6.96 24 3.63 1 0.15 99 15 8.67 66.45 576.1215 15.94 17.7 954 1154 200 20.96 14.38 0.74 62.76 17.6 7.65 0 0 2.77 17.4759499 48.2700553
"47" "BSK" "Pezinok" 107 507873 "Doľany" 646 126 19.5 55 8.51 21 3.25 58 8.97 185 28.63 35 5.41 56 8.66 21 3.25 0 0 72 11.14 6.01 66.67 400.6867 14.02 15.66 1008 1082 74 7.34 14.31 0.1 87.13 15.27 8.74 0 0 2.77 17.3784449 48.4151205
"48" "BSK" "Pezinok" 107 507881 "Dubová" 637 108 16.95 67 10.51 10 1.56 72 11.3 174 27.31 32 5.02 42 6.59 28 4.39 0 0 91 14.28 7.25 66.99 485.6775 13.07 12.64 894 965 71 7.94 13.4 0.11 81.7 12.42 8.71 0 0 3.94 17.3413696 48.3677353
"19" "BSK" "Malacky" 106 507890 "Gajary" 1245 168 13.49 148 11.88 25 2 104 8.35 449 36.06 16 1.28 106 8.51 68 5.46 0 0 111 8.91 7.15 67.42 482.053 19.16 15.08 2794 2936 142 5.08 12.11 0.38 70.53 15.05 9.3 13.14 3.54 3.81 16.9232533 48.466084
"66" "BSK" "Senec" 108 507903 "Hamuliakovo" 1042 115 11.03 84 8.06 233 22.36 45 4.31 115 11.03 10 0.95 42 4.03 66 6.33 111 10.65 187 17.94 5.91 55.15 325.9365 13.42 15.79 1068 1674 606 56.74 9.81 35.05 69.89 15.79 17.32 0 0 3.35 17.2520798 48.0379862
"70" "BSK" "Senec" 108 507911 "Chorvátsky Grob" 2828 402 14.21 172 6.08 145 5.12 162 5.72 450 15.91 103 3.64 106 3.74 264 9.33 3 0.1 924 32.67 4.23 38.9 164.547 9.08 23.52 1702 4794 3092 181.67 7.97 0.9 61.41 23.49 27.58 0 0 2.23 17.2915956 48.2280012
"72" "BSK" "Senec" 108 507938 "Ivanka pri Dunaji" 3676 509 13.84 252 6.85 208 5.65 273 7.42 803 21.84 171 4.65 268 7.29 231 6.28 3 0.08 820 22.3 6.05 49.6 300.08 9.93 16.08 5295 6245 950 17.94 14.74 0.76 52.72 16.1 18.01 0 0 2.4 17.2557153 48.1897372
"49" "BSK" "Pezinok" 107 507946 "Jablonec" 512 67 13.08 62 12.1 8 1.56 35 6.83 141 27.53 39 7.61 61 11.91 27 5.27 0 0 48 9.37 6.54 63.34 414.2436 14.27 18.44 813 964 151 18.57 13.83 0.22 91 17.34 5.49 0 0 5.39 17.4464818 48.3341821
"20" "BSK" "Malacky" 106 507954 "Jablonové" 635 123 19.37 55 8.66 18 2.83 43 6.77 170 26.77 37 5.82 38 5.98 23 3.62 0 0 100 15.74 5.47 67.41 368.7327 16.47 14.6 1087 1206 119 10.95 14.25 0.45 80.41 14.6 8.64 7.39 27.69 3.9 17.0964448 48.348495
"21" "BSK" "Malacky" 106 507962 "Jakubov" 783 76 9.7 88 11.23 17 2.17 76 9.7 281 35.88 24 3.06 52 6.64 27 3.44 1 0.12 97 12.38 5.65 67.91 383.6915 16.93 15.91 1373 1592 219 15.95 10.56 0.27 81.38 15.98 7.79 3.72 37.5 5.03 16.9273393 48.4130844
"55" "BSK" "Pezinok" 107 507989 "Svätý Jur" 3031 467 15.4 227 7.48 136 4.48 214 7.06 719 23.72 155 5.11 151 4.98 205 6.76 5 0.16 651 21.47 5.51 51.74 285.0874 10.31 16.44 4743 5500 757 15.96 12.68 0.62 65.32 15.74 20.93 0 0 2.8 17.2119074 48.2543374
"73" "BSK" "Senec" 108 507997 "Kalinkovo" 765 108 14.11 64 8.36 143 18.69 36 4.7 134 17.51 6 0.78 37 4.83 29 3.79 43 5.62 131 17.12 4.93 61.88 305.0684 18.03 16.92 937 1278 341 36.39 11.97 25.3 71.62 16.84 11.54 0 0 2.43 17.2520913 48.0589335
"22" "BSK" "Malacky" 106 508012 "Kostolište" 721 87 12.06 104 14.42 15 2.08 43 5.96 184 25.52 30 4.16 53 7.35 32 4.43 0 0 153 21.22 4.7 63.59 298.873 12.19 15.75 1019 1340 321 31.5 10.08 0 76.29 15.66 10.67 5.33 23.53 3.88 16.9868224 48.4467096
"23" "BSK" "Malacky" 106 508021 "Kuchyňa" 857 105 12.25 99 11.55 17 1.98 82 9.56 248 28.93 28 3.26 75 8.75 42 4.9 0 0 137 15.98 6.74 68.86 464.1164 15.9 14.22 1607 1691 84 5.23 12.71 0.48 74.16 14.16 8.49 5.72 9.2 3.19 17.1600155 48.4075493
"24" "BSK" "Malacky" 106 508039 "Láb" 872 135 15.48 80 9.17 41 4.7 60 6.88 225 25.8 22 2.52 62 7.11 52 5.96 0 0 156 17.88 6.39 68.83 439.8237 13.82 14.37 1381 1595 214 15.5 14.31 0.14 75.4 14.37 8.29 0 0 2.95 16.9722686 48.3654232
"50" "BSK" "Pezinok" 107 508047 "Limbach" 1125 168 14.93 75 6.66 81 7.2 91 8.08 232 20.62 38 3.37 52 4.62 75 6.66 0 0 280 24.88 6.18 43.48 268.7064 9.13 20.11 1303 1908 605 46.43 8.72 1.48 49.82 19.16 23.9 0 0 2.46 17.2225798 48.2884848
"25" "BSK" "Malacky" 106 508055 "Lozorno" 1389 223 16.05 154 11.08 58 4.17 72 5.18 248 17.85 80 5.75 102 7.34 87 6.26 0 0 289 20.8 5.68 67.12 381.2416 16.65 15.13 2782 2960 178 6.4 11.56 0.14 77.43 15.13 10.14 14.48 74.06 3.82 17.0410434 48.3321716
"26" "BSK" "Malacky" 106 508063 "Malacky" 8959 1229 13.71 961 10.72 311 3.47 567 6.32 2379 26.55 284 3.16 610 6.8 550 6.13 9 0.1 1653 18.45 6.05 60.48 365.904 12.69 14.4 17870 17135 -735 -4.11 12.26 0.71 65.71 14.43 13.88 1.47 0 3.39 17.0182641 48.4363404
"77" "BSK" "Senec" 108 508071 "Malinovo" 1734 229 13.2 132 7.61 309 17.82 71 4.09 170 9.8 20 1.15 47 2.71 95 5.47 183 10.55 405 23.35 5.32 55.45 294.994 13.65 16.12 1387 2520 1133 81.69 10.91 33.58 70.82 16.12 14.4 0 0 2.46 17.2989591 48.157745
"28" "BSK" "Malacky" 106 508080 "Marianka" 1103 206 18.67 81 7.34 52 4.71 70 6.34 185 16.77 60 5.43 34 3.08 73 6.61 0 0 310 28.1 6.01 49.5 297.495 12.41 15.03 1010 1714 704 69.7 12.57 0.85 62.76 15.11 22.98 0 0 2.45 17.0620978 48.2492553
"78" "BSK" "Senec" 108 508098 "Miloslavov" 1354 244 18.02 84 6.2 124 9.15 135 9.97 222 16.39 27 1.99 47 3.47 75 5.53 3 0.22 358 26.44 4.4 42.7 187.88 8.37 21.18 948 2134 1186 125.11 9.1 2.64 41.12 21.18 22.36 0 0 1.87 17.2991349 48.104528
"51" "BSK" "Pezinok" 107 508101 "Modra" 5028 834 16.58 437 8.69 215 4.27 368 7.31 1160 23.07 112 2.22 295 5.86 284 5.64 6 0.11 1073 21.34 5.69 54.2 308.398 9.62 15.55 8655 8817 162 1.87 12.56 0.48 49.56 14.35 16.19 0.5 0 4.26 17.3072873 48.3344706
"79" "BSK" "Senec" 108 508110 "Most pri Bratislave" 1554 216 13.89 182 11.71 94 6.04 148 9.52 291 18.72 36 2.31 76 4.89 103 6.62 5 0.32 336 21.62 5.33 58.72 312.9776 10.17 13.62 1588 2590 1002 63.1 10.35 1.91 53.22 13.62 13.62 0 0 2.63 17.2724836 48.1412773
"80" "BSK" "Senec" 108 508136 "Nová Dedinka" 1384 179 12.93 156 11.27 251 18.13 58 4.19 176 12.71 22 1.58 55 3.97 81 5.85 86 6.21 266 19.21 5.36 61.64 330.3904 17.23 17.18 1711 2315 604 35.3 10.34 20.38 76.22 17.18 11.84 0 0 3.76 17.3560712 48.1854054
"29" "BSK" "Malacky" 106 508161 "Pernek" 440 81 18.4 37 8.4 15 3.4 26 5.9 161 36.59 10 2.27 33 7.5 20 4.54 0 0 28 6.36 4.26 67.74 288.5724 18.42 13.84 794 846 52 6.55 14.09 0.37 72.68 13.84 5.81 8.65 16.67 3.55 17.146077 48.3667279
"52" "BSK" "Pezinok" 107 508179 "Pezinok" 12932 2002 15.48 1147 8.86 601 4.64 922 7.12 2753 21.28 480 3.71 731 5.65 866 6.69 8 0.06 2835 21.92 5.49 53.22 292.1778 9.52 16.03 21077 22129 1052 4.99 11.16 0.69 57.96 15.4 17.94 0.64 37.61 3.53 17.2666557 48.2891353
"53" "BSK" "Pezinok" 107 508187 "Píla" 217 31 14.28 85 39.17 3 1.38 6 2.76 42 19.35 5 2.3 17 7.83 7 3.22 0 0 19 8.75 9.6 66.67 640.032 12.7 16.51 282 323 41 14.54 12.06 0 76.19 15.56 6.67 0 0 3.1 17.3324322 48.3900533
"32" "BSK" "Malacky" 106 508195 "Plavecký Štvrtok" 973 115 11.81 90 9.24 27 2.77 65 6.68 306 31.44 39 4 69 7.09 57 5.85 0 0 171 17.57 6.84 63.34 433.2456 23.23 17.57 2278 2353 75 3.29 12 0.43 74.05 17.44 10.66 25.16 29.03 5.18 17.0027804 48.373918
"83" "BSK" "Senec" 108 508209 "Rovinka" 1815 218 12.01 170 9.36 148 8.15 124 6.83 315 17.35 70 3.85 88 4.84 111 6.11 5 0.27 494 27.21 4.73 47.96 226.8508 9.42 19.96 1309 3021 1712 130.79 8.53 3.47 57.87 20 20.67 0 0 1.56 17.2352851 48.0977338
"84" "BSK" "Senec" 108 508217 "Senec" 9261 1298 14.01 927 10 1201 12.96 545 5.88 1237 13.35 292 3.15 505 5.45 561 6.05 603 6.51 1773 19.14 5.76 48.91 281.7216 10.98 15.14 15030 18208 3178 21.14 9.23 14.47 55.53 15.13 16.52 1.2 0 3.13 17.4061427 48.2170352
"54" "BSK" "Pezinok" 107 508225 "Slovenský Grob" 1639 212 12.93 162 9.88 38 2.31 149 9.09 516 31.48 35 2.13 92 5.61 87 5.3 0 0 287 17.51 5.28 68.58 362.1024 15.55 15.36 1884 2616 732 38.85 13.76 0.33 83.23 14.94 8.45 0 0 2.94 17.2779709 48.2560193
"36" "BSK" "Malacky" 106 508233 "Stupava" 5748 926 16.1 493 8.57 318 5.53 337 5.86 1020 17.74 235 4.08 346 6.01 360 6.26 2 0.03 1465 25.48 5.08 52.96 269.0368 11.38 15.46 8206 10235 2029 24.73 13.18 0.69 58.65 15.52 18.15 0.32 0 2.57 17.0318863 48.2749212
"37" "BSK" "Malacky" 106 508241 "Suchohrad" 327 39 11.92 44 13.45 12 3.66 15 4.58 108 33.02 11 3.36 11 3.36 14 4.28 0 0 47 14.37 8.35 70.66 590.011 22.85 12.32 568 647 79 13.91 13.94 0.32 58.51 12.32 9.4 0 0 4.02 16.8567434 48.4066912
"56" "BSK" "Pezinok" 107 508250 "Šenkvice" 2704 331 12.24 217 8.02 72 2.66 294 10.87 854 31.58 107 3.95 212 7.84 155 5.73 0 0 344 12.72 6.31 62.26 392.8606 13.03 14.52 4302 4645 343 7.97 14.03 0.47 73.63 14.16 10.9 0 0 3.34 17.3454977 48.2980854
"57" "BSK" "Pezinok" 107 508268 "Štefanová" 182 33 18.13 16 8.79 9 4.94 9 4.94 42 23.07 6 3.29 18 9.89 18 9.89 0 0 20 10.98 10.06 66.25 666.475 21.98 13.62 335 348 13 3.88 15.17 3.41 73.68 13.31 11.76 0 0 2.3 17.3960132 48.3856031
"85" "BSK" "Senec" 108 508276 "Tomášov" 1409 147 10.43 73 5.18 437 31.01 59 4.18 146 10.36 17 1.2 30 2.12 54 3.83 207 14.69 197 13.98 5.63 63.98 360.2074 15.71 14.51 2112 2467 355 16.81 12.92 45.04 77.63 14.47 9.96 3.42 0 2.23 17.3363814 48.1422248
"86" "BSK" "Senec" 108 508284 "Tureň" 628 49 7.8 38 6.05 186 29.61 8 1.27 33 5.25 10 1.59 12 1.91 23 3.66 170 27.07 77 12.26 5.51 62.16 342.5016 18.41 16.48 862 1089 227 26.33 12.11 58.49 80.67 16.48 9.77 0 0 3.4 17.3901481 48.1910869
"87" "BSK" "Senec" 108 508292 "Veľký Biel" 1238 129 10.42 138 11.14 293 23.66 30 2.42 156 12.6 34 2.74 47 3.79 60 4.84 102 8.23 201 16.23 6.55 61.5 402.825 17.14 15.15 2195 2427 232 10.57 14.63 30.47 73.35 15.19 11.76 3.25 0 3.79 17.3605705 48.2142558
"58" "BSK" "Pezinok" 107 508306 "Viničné" 1298 154 11.86 110 8.47 46 3.54 117 9.01 287 22.11 55 4.23 64 4.93 101 7.78 0 0 306 23.57 5.65 58.43 330.1295 9.96 17.26 1580 2249 669 42.34 10.65 0.35 65.98 16.37 14.35 0 0 2.89 17.3012946 48.2722026
"59" "BSK" "Pezinok" 107 508314 "Vinosady" 749 132 17.62 73 9.74 25 3.33 66 8.81 176 23.49 20 2.67 30 4 53 7.07 0 0 152 20.29 6.5 56.66 368.29 9.07 17.97 1028 1276 248 24.12 9.9 0.58 57.65 17.22 12.23 0 0 1.88 17.2875579 48.3095335
"60" "BSK" "Pezinok" 107 508322 "Vištuk" 776 87 11.21 76 9.79 22 2.83 65 8.37 250 32.21 45 5.79 58 7.47 39 5.02 0 0 94 12.11 5.97 66.69 398.1393 15.5 15.72 1371 1307 -64 -4.67 14.38 0.15 78.17 15.5 8.05 0 0 3.44 17.395297 48.3345705
"88" "BSK" "Senec" 108 508331 "Vlky" 282 20 7.09 8 2.83 99 35.1 7 2.48 4 1.41 2 0.7 5 1.77 5 1.77 119 42.19 9 3.19 9.69 68.78 666.4782 19.25 14.32 401 423 22 5.49 11.03 69.25 86.85 14.32 6.1 0 0 3.31 17.3674904 48.1580751
"39" "BSK" "Malacky" 106 508349 "Vysoká pri Morave" 1004 141 14.04 127 12.64 25 2.49 70 6.97 348 34.66 19 1.89 52 5.17 34 3.38 1 0.09 151 15.03 5.74 62.51 358.8074 18.7 16.1 1910 2211 301 15.76 12.71 0.6 65.15 16.15 11.97 9.28 -4.76 4.21 16.9121254 48.3299361
"41" "BSK" "Malacky" 106 508365 "Záhorská Ves" 627 68 10.84 72 11.48 18 2.87 32 5.1 242 38.59 17 2.71 55 8.77 25 3.98 0 0 72 11.48 7.56 66.87 505.5372 23.57 17.24 1587 1825 238 15 12.55 0.34 63.93 17.24 7.46 19.41 -5.66 5.59 16.8494702 48.3814521
"43" "BSK" "Malacky" 106 508381 "Zohor" 1623 268 16.51 132 8.13 47 2.89 111 6.83 453 27.91 84 5.17 97 5.97 114 7.02 0 0 246 15.15 5.79 65.77 380.8083 15.53 15.56 3211 3264 53 1.65 12.23 0.25 78.47 15.68 9.8 12.42 11.7 3.09 16.982887 48.3174603
"1288" "BBSK" "Banská Bystrica" 601 508438 "Banská Bystrica" 40345 5493 13.61 2301 5.7 1810 4.48 3362 8.33 10216 25.32 1120 2.77 3497 8.66 2673 6.62 27 0.06 7735 19.17 5.9 57 336.3 8.32 12.18 81961 79027 -2934 -3.58 12.77 0.37 38.36 12.17 17.43 1.19 0 4.37 19.1461917 48.736277
"1328" "BBSK" "Brezno" 603 508446 "Bacúch" 468 38 8.11 23 4.91 4 0.85 94 20.08 177 37.82 11 2.35 52 11.11 14 2.99 0 0 27 5.76 5.45 73.25 399.2125 19.25 12.24 1017 973 -44 -4.33 23 0 83.81 12.14 6.91 0 0 9.04 19.8059984 48.8592935
"1286" "BBSK" "Banská Bystrica" 601 508454 "Badín" 1099 143 13.01 89 8.09 25 2.27 121 11.01 278 25.29 34 3.09 111 10.1 67 6.09 0 0 171 15.55 6.02 59.37 357.4074 11.25 13.76 1721 1928 207 12.03 12.89 0.27 36.05 13.76 14.86 4.3 22.73 4.1 19.1212809 48.6660255
"1329" "BBSK" "Brezno" 603 508462 "Beňuš" 575 60 10.43 35 6.08 11 1.91 66 11.47 161 28 17 2.95 87 15.13 33 5.73 0 0 63 10.95 8.38 69.29 580.6502 17.85 11.51 1193 1170 -23 -1.93 17.01 0.08 84.77 11.51 6.68 0 0 8.38 19.7574755 48.8289606
"1287" "BBSK" "Banská Bystrica" 601 508471 "Baláže" 119 12 10.08 8 6.72 3 2.52 21 17.64 33 27.73 0 0 13 10.92 6 5.04 0 0 18 15.12 6.02 64.9 390.698 9.62 11.54 201 216 15 7.46 17.31 0 72.6 11.54 12.02 0 0 6.94 19.1955366 48.8137294
"1330" "BBSK" "Brezno" 603 508489 "Braväcovo" 342 21 6.14 20 5.84 6 1.75 31 9.06 117 34.21 5 1.46 42 12.28 31 9.06 0 0 40 11.69 8.21 72.85 598.0985 17.59 13.43 738 694 -44 -5.96 13.99 0.14 85.18 13.43 5.12 0 0 5.04 19.7498295 48.8399271
"1331" "BBSK" "Brezno" 603 508497 "Brezno" 9540 923 9.67 530 5.55 283 2.96 905 9.48 2793 29.27 237 2.48 1302 13.64 901 9.44 4 0.04 1212 12.7 6.91 60.51 418.1241 12.56 14.04 22573 21331 -1242 -5.5 11.95 0.16 55.67 14.03 10.25 8.71 0 6.42 19.6438178 48.8060729
"1290" "BBSK" "Banská Bystrica" 601 508519 "Čerín" 280 20 7.14 25 8.92 5 1.78 28 10 110 39.28 3 1.07 18 6.42 16 5.71 0 0 42 15 5.23 63.37 331.4251 11.91 12.13 438 459 21 4.79 15.51 0.22 27.64 11.91 12.36 0 0 5.66 19.247466 48.6606329
"1333" "BBSK" "Brezno" 603 508527 "Čierny Balog" 2412 210 8.7 151 6.26 44 1.82 315 13.05 755 31.3 90 3.73 396 16.41 142 5.88 0 0 203 8.41 7.85 71.8 563.63 20.66 16.55 5117 5185 68 1.33 12.67 0.02 84.89 16.55 3.79 13.21 29.52 8.66 19.6555054 48.7471321
"1334" "BBSK" "Brezno" 603 508535 "Dolná Lehota" 446 38 8.52 35 7.84 16 3.58 29 6.5 133 29.82 37 8.29 43 9.64 22 4.93 0 0 64 14.34 7.59 70.28 533.4252 20.66 16.2 719 764 45 6.26 15.43 0 69.13 16.2 5.23 5.73 0 10.73 19.5062494 48.8356682
"1291" "BBSK" "Banská Bystrica" 601 508543 "Dolná Mičiná" 198 11 5.55 22 11.11 4 2.02 22 11.11 60 30.3 0 0 19 9.59 19 9.59 0 0 28 14.14 7.14 68.12 486.3768 12.26 15.8 356 392 36 10.11 11.17 0 27.79 15.8 8.72 0 0 6.89 19.2210891 48.6728405
