"kod_kraja" "obvod" "kod_okresu" "kod_obce" "obec" "pocet_hlasov" "OlanoNova_hlasy" "OlanoNova_percent" "SmeRodina_hlasy" "SmeRodina_percent" "Most_hlasy" "Most_percent" "SNS_hlasy" "SNS_percent" "SMER_hlasy" "SMER_percent" "KDH_hlasy" "KDH_percent" "LSNS_hlasy" "LSNS_percent" "Siet_hlasy" "Siet_percent" "SMK_hlasy" "SMK_percent" "SaS_hlasy" "SaS_percent" "mladi" "zaklad.stred" "mladiXvzdel" "zakladne_vzdelanie_." "bez_vzdelania_." "obyvatelov2004" "pocet_obyvatelov_2014" "rozdiel_obyvatelov" "perce_rozdiel_obyv_2014_ku2004" "vek65v" "madarska_narodnost" "rim_kat" "vek0_14" "vs_vzdelanie_mgr" "perc_romov" "prirastok_romov" "per_uoz" "lng" "lat"
"2308" "PSK" "Stropkov" 711 527572 "Miková" 79 2 2.53 0 0 4 5.06 4 5.06 54 68.35 3 3.79 6 7.59 1 1.26 0 0 1 1.26 10.14 72.61 736.2654 35.03 21.02 161 148 -13 -8.07 23.57 1.27 5.1 21.02 0 44.67 15.52 23.65 21.8238776 49.2937379
"2309" "PSK" "Stropkov" 711 527581 "Miňovce" 160 6 3.75 11 6.87 2 1.25 16 10 75 46.87 6 3.75 11 6.87 6 3.75 0 0 18 11.25 6.69 69.89 467.5641 17.9 16.48 355 329 -26 -7.32 10.8 0 26.14 16.48 6.25 0 0 8.81 21.6513455 49.1349214
"2365" "PSK" "Svidník" 712 527599 "Miroľa" 47 5 10.63 1 2.12 2 4.25 4 8.51 27 57.44 0 0 1 2.12 0 0 0 0 0 0 11.11 81.94 910.3534 29.17 6.94 75 63 -12 -16 29.17 0 2.78 6.94 4.17 0 0 9.52 21.7319921 49.3293058
"2366" "PSK" "Svidník" 712 527602 "Mlynárovce" 139 0 0 0 0 1 0.71 11 7.91 76 54.67 2 1.43 6 4.31 27 19.42 0 0 4 2.87 7.41 76.47 566.6427 33.94 11.76 226 216 -10 -4.42 31.22 0 4.07 10.86 2.71 0 0 11.11 21.5302223 49.2515657
"2310" "PSK" "Stropkov" 711 527611 "Mrázovce" 53 1 1.88 2 3.77 1 1.88 17 32.07 10 18.86 3 5.66 2 3.77 3 5.66 0 0 6 11.32 5.62 78.89 443.3618 18.89 10 100 89 -11 -11 10 0 12.22 10 4.44 0 0 10.11 21.6707159 49.1152343
"2367" "PSK" "Svidník" 712 527629 "Nižná Jedľová" 45 2 4.44 2 4.44 0 0 7 15.55 26 57.77 2 4.44 3 6.66 1 2.22 0 0 0 0 11.76 64.44 757.8144 21.11 14.44 84 85 1 1.19 30 0 4.44 14.44 8.89 0 0 12.94 21.5573914 49.3381576
"2311" "PSK" "Stropkov" 711 527637 "Nižná Olšava" 169 9 5.32 6 3.55 2 1.18 23 13.6 73 43.19 15 8.87 14 8.28 6 3.55 0 0 8 4.73 7.69 64.55 496.3895 21.52 18.34 399 429 30 7.52 16.14 0 68.7 18.34 5.38 12.66 21.43 10.96 21.6326409 49.143698
"2368" "PSK" "Svidník" 712 527645 "Nižná Pisaná" 49 0 0 1 2.04 1 2.04 7 14.28 18 36.73 3 6.12 3 6.12 4 8.16 0 0 5 10.2 5.81 70.65 410.4765 16.3 9.78 90 86 -4 -4.44 18.48 0 16.3 9.78 7.61 0 0 9.3 21.6016951 49.3852099
"2369" "PSK" "Svidník" 712 527653 "Nižný Komárnik" 70 1 1.42 1 1.42 2 2.85 5 7.14 45 64.28 3 4.28 1 1.42 2 2.85 0 0 5 7.14 8.05 71.27 573.7235 39.23 20.99 157 174 17 10.83 10.5 0 1.66 20.99 2.76 34.81 -1.56 29.89 21.6966064 49.375113
"2370" "PSK" "Svidník" 712 527661 "Nižný Mirošov" 119 4 3.36 2 1.68 3 2.52 10 8.4 60 50.42 3 2.52 14 11.76 2 1.68 0 0 7 5.88 10.08 67.48 680.1984 24.39 13.41 254 258 4 1.57 15.04 0 12.2 13.01 7.72 17.83 91.67 8.91 21.4744725 49.3559329
"2371" "PSK" "Svidník" 712 527670 "Nižný Orlík" 168 5 2.97 7 4.16 0 0 16 9.52 85 50.59 6 3.57 14 8.33 2 1.19 0 0 20 11.9 6.15 65.03 399.9345 16.08 9.09 253 309 56 22.13 17.48 0 8.04 8.74 10.49 0 0 9.06 21.5253855 49.3357476
"2372" "PSK" "Svidník" 712 527688 "Nová Polianka" 39 0 0 1 2.56 1 2.56 4 10.25 18 46.15 1 2.56 4 10.25 2 5.12 0 0 1 2.56 11.54 62.03 715.8262 16.46 21.52 55 78 23 41.82 13.92 0 7.59 21.52 6.33 0 0 10.26 21.6213645 49.2871401
"2373" "PSK" "Svidník" 712 527696 "Okrúhle" 294 8 2.72 18 6.12 3 1.02 29 9.86 117 39.79 35 11.9 36 12.24 13 4.42 0 0 10 3.4 8.81 68.98 607.7138 15.59 14.51 648 636 -12 -1.85 12.19 0 77.62 14.51 7.1 0 0 11.95 21.554859 49.1810498
"2312" "PSK" "Stropkov" 711 527700 "Oľšavka" 102 2 1.96 5 4.9 1 0.98 10 9.8 53 51.96 7 6.86 6 5.88 2 1.96 0 0 7 6.86 6.39 71.61 457.5879 27.54 12.71 237 219 -18 -7.59 20.34 0 2.12 12.71 6.36 0 0 7.76 21.6868502 49.291732
"2314" "PSK" "Stropkov" 711 527718 "Potôčky" 49 5 10.2 3 6.12 2 4.08 1 2.04 20 40.81 5 10.2 5 10.2 0 0 0 0 3 6.12 12.7 91.67 1164.209 35 1.67 71 63 -8 -11.27 13.33 0 6.67 1.67 3.33 0 0 9.52 21.7166065 49.2094899
"2313" "PSK" "Stropkov" 711 527726 "Potoky" 51 0 0 2 3.92 0 0 4 7.84 31 60.78 2 3.92 6 11.76 1 1.96 0 0 2 3.92 2.15 76.09 163.5935 16.3 11.96 91 93 2 2.2 15.22 0 7.61 11.96 3.26 0 0 6.45 21.6259455 49.2582603
"2374" "PSK" "Svidník" 712 527734 "Príkra" 17 3 17.64 1 5.88 0 0 1 5.88 2 11.76 0 0 0 0 1 5.88 0 0 4 23.52 0 87.5 0 37.5 0 10 8 -2 -20 0 0 12.5 0 12.5 0 0 0 21.7383509 49.3622475
"2375" "PSK" "Svidník" 712 527742 "Pstriná" 46 2 4.34 3 6.52 1 2.17 6 13.04 18 39.13 3 6.52 0 0 2 4.34 0 0 4 8.69 11.67 80 933.6 31.67 11.67 64 60 -4 -6.25 23.33 0 0 11.67 3.33 0 0 18.33 21.7469449 49.3107429
"2376" "PSK" "Svidník" 712 527751 "Radoma" 210 9 4.28 13 6.19 5 2.38 15 7.14 102 48.57 8 3.8 19 9.04 15 7.14 1 0.47 11 5.23 7.36 69.54 511.8144 20.09 16.78 444 435 -9 -2.03 17.22 0 79.47 16.78 4.42 0 0 12.18 21.5651733 49.1999158
"2377" "PSK" "Svidník" 712 527769 "Rakovčík" 98 1 1.02 1 1.02 0 0 18 18.36 49 50 0 0 4 4.08 9 9.18 0 0 4 4.08 11.7 86.29 1009.593 24 5.71 159 171 12 7.55 17.71 0 22.29 5.71 3.43 0 0 9.36 21.5799749 49.2417822
"2378" "PSK" "Svidník" 712 527777 "Rovné" 210 3 1.42 5 2.38 3 1.42 19 9.04 118 56.19 1 0.47 18 8.57 18 8.57 0 0 9 4.28 9.16 75.46 691.2136 25.76 15.82 509 491 -18 -3.54 13.18 0 11.16 15.82 2.84 11.36 12 14.66 21.5180488 49.2815612
"2379" "PSK" "Svidník" 712 527785 "Roztoky" 120 2 1.66 1 0.83 0 0 8 6.66 45 37.5 0 0 6 5 45 37.5 0 0 3 2.5 12.44 61.74 768.0456 36.23 28.99 292 386 94 32.19 10.14 0 2.9 28.7 3.19 63.79 34.71 28.5 21.4931709 49.3907041
"2303" "PSK" "Stropkov" 711 527793 "Kručov" 121 3 2.47 11 9.09 1 0.82 10 8.26 61 50.41 7 5.78 22 18.18 0 0 0 0 1 0.82 9.17 78.64 721.1288 27.27 13.18 239 218 -21 -8.79 15.45 0 5.45 13.18 1.82 0 0 11.01 21.6072346 49.1137763
"2380" "PSK" "Svidník" 712 527807 "Soboš" 82 5 6.09 6 7.31 3 3.65 6 7.31 52 63.41 2 2.43 1 1.21 1 1.21 0 0 2 2.43 3.57 62.59 223.4463 15.65 23.13 128 140 12 9.38 14.29 0 11.56 23.13 5.44 0 0 14.29 21.5487704 49.1462727
"2315" "PSK" "Stropkov" 711 527815 "Soľník" 34 4 11.76 1 2.94 0 0 6 17.64 12 35.29 2 5.88 2 5.88 2 5.88 0 0 0 0 0 76.92 0 30.77 7.69 46 33 -13 -28.26 17.95 0 0 7.69 5.13 0 0 3.03 21.7449282 49.2152394
"2316" "PSK" "Stropkov" 711 527823 "Staškovce" 113 11 9.73 7 6.19 5 4.42 11 9.73 42 37.16 11 9.73 14 12.38 4 3.53 0 0 3 2.65 8.8 70.2 617.76 22.75 18.04 283 250 -33 -11.66 11.37 0 7.06 18.04 5.1 0 0 8 21.7548416 49.2798236
"2381" "PSK" "Svidník" 712 527831 "Stročín" 209 15 7.17 11 5.26 15 7.17 11 5.26 99 47.36 5 2.39 18 8.61 7 3.34 0 0 9 4.3 9.3 66.73 620.589 23.79 22.3 491 559 68 13.85 8.74 0 22.3 22.3 3.72 30.11 5.88 12.7 21.5966014 49.265371
"2317" "PSK" "Stropkov" 711 527840 "Stropkov" 4244 438 10.32 261 6.14 71 1.67 431 10.15 1538 36.23 417 9.82 359 8.45 215 5.06 0 0 325 7.65 7.35 60.6 445.41 15.2 16.62 10815 10762 -53 -0.49 8.78 0.06 55.85 16.35 10.33 11.05 26.21 9.22 21.6518049 49.2026115
"2382" "PSK" "Svidník" 712 527858 "Svidnička" 83 7 8.43 0 0 1 1.2 10 12.04 45 54.21 2 2.4 5 6.02 5 6.02 0 0 2 2.4 4.32 65.96 284.9472 17.02 15.6 133 139 6 4.51 24.82 0 1.42 14.89 4.26 0 0 7.19 21.5690909 49.3843296
"2318" "PSK" "Stropkov" 711 527866 "Šandal" 161 8 4.96 6 3.72 2 1.24 23 14.28 58 36.02 18 11.18 17 10.55 5 3.1 0 0 7 4.34 6.73 67.96 457.3708 16.18 16.83 300 312 12 4 13.59 0 57.93 16.83 4.85 0 0 7.69 21.622885 49.184973
"2384" "PSK" "Svidník" 712 527874 "Šarbov" 24 0 0 1 4.16 2 8.33 1 4.16 8 33.33 1 4.16 2 8.33 3 12.5 0 0 1 4.16 0 78.57 0 42.86 7.14 11 11 0 0 50 0 0 7.14 14.29 0 0 9.09 21.6303716 49.4273357
"2385" "PSK" "Svidník" 712 527882 "Šarišský Štiavnik" 129 8 6.2 6 4.65 1 0.77 14 10.85 52 40.31 7 5.42 19 14.72 6 4.65 0 0 1 0.77 11.3 66.22 748.286 16.89 14.19 298 292 -6 -2.01 13.51 0 16.22 14.19 8.78 0 0 12.33 21.5687559 49.2159422
"2386" "PSK" "Svidník" 712 527891 "Šemetkovce" 41 5 12.19 0 0 1 2.43 3 7.31 9 21.95 1 2.43 3 7.31 13 31.7 0 0 1 2.43 12.64 80.95 1023.208 26.19 9.52 94 87 -7 -7.45 21.43 1.19 8.33 8.33 3.57 0 0 12.64 21.6630245 49.3116431
"2387" "PSK" "Svidník" 712 527904 "Štefurov" 67 3 4.47 0 0 1 1.49 7 10.44 19 28.35 7 10.44 6 8.95 15 22.38 0 0 1 1.49 6.31 79.49 501.5819 26.5 14.53 111 111 0 0 22.22 0 11.97 14.53 0.85 0 0 9.91 21.5082318 49.1759717
"2319" "PSK" "Stropkov" 711 527912 "Tisinec" 191 12 6.28 7 3.66 3 1.57 27 14.13 68 35.6 18 9.42 26 13.61 13 6.8 0 0 8 4.18 7.33 65.91 483.1203 12.78 15.04 421 382 -39 -9.26 13.03 0 83.96 15.04 5.01 0 0 4.71 21.6370879 49.2221109
"2320" "PSK" "Stropkov" 711 527921 "Tokajík" 58 1 1.72 4 6.89 0 0 4 6.89 34 58.62 1 1.72 7 12.06 0 0 0 0 0 0 5.83 70.34 410.0822 30.51 14.41 110 103 -7 -6.36 25.42 0 12.71 13.56 2.54 0 0 9.71 21.7084531 49.106875
"2321" "PSK" "Stropkov" 711 527939 "Turany nad Ondavou" 173 13 7.51 5 2.89 1 0.57 15 8.67 71 41.04 16 9.24 21 12.13 10 5.78 0 0 10 5.78 7.22 68.01 491.0322 14.36 12.34 398 388 -10 -2.51 11.84 0 89.17 12.34 8.31 0 0 6.7 21.6535225 49.1007186
"2388" "PSK" "Svidník" 712 527947 "Vagrinec" 62 2 3.22 5 8.06 2 3.22 8 12.9 20 32.25 4 6.45 2 3.22 5 8.06 0 0 5 8.06 6.35 76.15 483.5525 21.54 10.77 126 126 0 0 16.92 0 5.38 10.77 6.92 0 0 10.32 21.626413 49.3142109
"2389" "PSK" "Svidník" 712 527955 "Valkovce" 107 6 5.6 5 4.67 2 1.86 7 6.54 47 43.92 12 11.21 6 5.6 8 7.47 0 0 4 3.73 6.25 65.8 411.25 19.05 19.48 233 224 -9 -3.86 14.72 0.43 18.18 19.48 5.19 0 0 8.93 21.5290818 49.1720452
"2390" "PSK" "Svidník" 712 527963 "Vápeník" 37 1 2.7 1 2.7 1 2.7 2 5.4 19 51.35 1 2.7 2 5.4 4 10.81 0 0 1 2.7 2.44 80.49 196.3956 29.27 7.32 49 41 -8 -16.33 39.02 0 0 7.32 0 0 0 9.76 21.5403712 49.393091
"2322" "PSK" "Stropkov" 711 527971 "Varechovce" 75 5 6.66 9 12 2 2.66 5 6.66 25 33.33 7 9.33 7 9.33 2 2.66 0 0 2 2.66 11.52 72.78 838.4256 28.89 14.44 163 165 2 1.23 17.22 0 11.11 14.44 3.33 0 0 11.52 21.8059212 49.2245363
"2323" "PSK" "Stropkov" 711 527980 "Veľkrop" 76 2 2.63 0 0 0 0 6 7.89 46 60.52 4 5.26 8 10.52 0 0 0 0 3 3.94 13.06 72.56 947.6336 36.74 20.93 217 222 5 2.3 13.02 0 5.12 20.93 1.86 45.12 19.75 18.92 21.7472597 49.2401017
"2324" "PSK" "Stropkov" 711 527998 "Vislava" 99 2 2.02 7 7.07 1 1.01 15 15.15 50 50.5 4 4.04 7 7.07 1 1.01 0 0 4 4.04 9.76 80.44 785.0944 26.67 12.89 233 205 -28 -12.02 19.11 0 3.11 12.89 0.44 0 0 16.1 21.662418 49.2786003
"2325" "PSK" "Stropkov" 711 528005 "Vladiča" 39 3 7.69 0 0 0 0 11 28.2 11 28.2 7 17.94 1 2.56 1 2.56 0 0 3 7.69 7.02 73.85 518.427 30.77 3.08 77 57 -20 -25.97 26.15 0 13.85 3.08 7.69 0 0 7.02 21.7746847 49.2913054
"2326" "PSK" "Stropkov" 711 528013 "Vojtovce" 53 5 9.43 1 1.88 0 0 9 16.98 28 52.83 0 0 2 3.77 1 1.88 0 0 3 5.66 11.21 67.54 757.1234 16.67 7.89 121 107 -14 -11.57 17.54 0 7.02 7.89 7.02 0 0 6.54 21.6931242 49.2053831
"2327" "PSK" "Stropkov" 711 528021 "Vyškovce" 80 6 7.5 4 5 1 1.25 5 6.25 33 41.25 1 1.25 5 6.25 5 6.25 0 0 2 2.5 10.87 76.43 830.7941 35.71 14.29 147 138 -9 -6.12 25 0 4.29 14.29 0 0 0 13.77 21.6705294 49.2505355
"2391" "PSK" "Svidník" 712 528030 "Vyšná Jedľová" 105 2 1.9 1 0.95 2 1.9 14 13.33 61 58.09 2 1.9 1 0.95 9 8.57 0 0 2 1.9 7.77 69.19 537.6063 21.21 16.67 186 193 7 3.76 10.1 0 4.55 16.67 5.05 16 0 4.66 21.541009 49.3477922
"2328" "PSK" "Stropkov" 711 528048 "Vyšná Olšava" 300 12 4 13 4.33 1 0.33 32 10.66 167 55.66 21 7 10 3.33 6 2 0 0 9 3 9.49 69.27 657.3723 27.41 19.1 595 643 48 8.07 13.79 0 10.8 19.1 3.82 23.92 46.08 12.91 21.6037377 49.1586252
"2392" "PSK" "Svidník" 712 528056 "Vyšná Pisaná" 46 0 0 1 2.17 1 2.17 8 17.39 23 50 1 2.17 3 6.52 1 2.17 0 0 1 2.17 6.85 72.37 495.7345 31.58 10.53 81 73 -8 -9.88 30.26 0 3.95 10.53 10.53 0 0 1.37 21.6135451 49.4020307
"2393" "PSK" "Svidník" 712 528064 "Vyšný Komárnik" 44 0 0 0 0 1 2.27 5 11.36 22 50 3 6.81 3 6.81 3 6.81 0 0 1 2.27 7.04 76 535.04 37.33 6.67 78 71 -7 -8.97 20 0 6.67 6.67 1.33 0 0 25.35 21.7033594 49.4027348
"2394" "PSK" "Svidník" 712 528072 "Vyšný Mirošov" 241 12 4.97 11 4.56 5 2.07 15 6.22 129 53.52 0 0 21 8.71 17 7.05 0 0 11 4.56 8.71 72.19 628.7749 27.46 18.13 594 597 3 0.51 13.3 0 3.11 17.79 2.59 41.45 23.08 18.76 21.4458511 49.3864596
"2395" "PSK" "Svidník" 712 528081 "Vyšný Orlík" 201 15 7.46 10 4.97 1 0.49 32 15.92 101 50.24 3 1.49 13 6.46 4 1.99 0 0 3 1.49 7.98 64.12 511.6776 17.41 15.83 402 376 -26 -6.47 15.04 0 5.28 15.83 8.71 17.05 -21.43 10.9 21.5020722 49.3434933
"2907" "KSK" "Trebišov" 811 528099 "Trebišov" 8301 862 10.38 595 7.16 211 2.54 442 5.32 3097 37.3 392 4.72 698 8.4 603 7.26 15 0.18 800 9.63 7.38 50.45 372.321 12.27 21.95 22765 24500 1735 7.62 8.27 1.2 41.96 20.9 10.12 17.03 0 7.4 21.715555 48.6284913
"2845" "KSK" "Trebišov" 811 528102 "Bačka" 268 2 0.74 1 0.37 34 12.68 7 2.61 44 16.41 0 0 6 2.23 1 0.37 159 59.32 2 0.74 8.29 61.56 510.3324 27.72 21.29 606 651 45 7.43 12.56 83.61 52.22 19.75 5.05 36.41 37.06 24.27 22.0512507 48.443715
"2846" "KSK" "Trebišov" 811 528111 "Bačkov" 336 17 5.05 21 6.25 6 1.78 14 4.16 199 59.22 13 3.86 26 7.73 9 2.67 0 0 16 4.76 5.89 57.14 336.5546 21.19 30.3 618 679 61 9.87 11.77 0 32.34 24.8 5.97 39.06 48.81 17.23 21.6253616 48.7391072
"2847" "KSK" "Trebišov" 811 528129 "Bara" 139 6 4.31 8 5.75 13 9.35 0 0 19 13.66 1 0.71 9 6.47 7 5.03 71 51.07 1 0.71 6.98 75.16 524.6168 24.84 14.91 346 301 -45 -13.01 17.08 67.08 15.84 14.29 1.86 0 0 10.3 19.699024 48.669026
"2604" "KSK" "Michalovce" 807 528137 "Beša" 211 6 2.84 2 0.94 64 30.33 1 0.47 2 0.94 0 0 1 0.47 0 0 132 62.55 2 0.94 6.34 65.29 413.9386 15.15 15.15 360 363 3 0.83 16.53 82.09 11.02 15.15 4.13 0 0 22.59 21.9508021 48.5335783
"2848" "KSK" "Trebišov" 811 528145 "Biel" 458 34 7.42 15 3.27 162 35.37 1 0.21 65 14.19 3 0.65 12 2.62 16 3.49 116 25.32 14 3.05 7.31 65.74 480.5594 18.52 18.39 1367 1451 84 6.14 12.89 70.28 48.98 16.69 3.93 13.71 13.64 9.51 22.055275 48.407022
"2904" "KSK" "Trebišov" 811 528153 "Svätá Mária" 273 9 3.29 8 2.93 48 17.58 1 0.36 80 29.3 4 1.46 6 2.19 2 0.73 104 38.09 0 0 6.99 72 503.28 15.65 14.78 602 572 -30 -4.98 13.91 86.09 52.52 13.57 2.61 0 0 15.03 21.8440215 48.4326669
"2849" "KSK" "Trebišov" 811 528161 "Boľ" 241 10 4.14 4 1.65 67 27.8 2 0.82 33 13.69 1 0.41 7 2.9 3 1.24 103 42.73 1 0.41 5.77 67.59 389.9943 15.59 15.45 698 711 13 1.86 14.48 83.72 52.14 14.9 4 3.42 -45.65 16.74 21.9414436 48.4716691
"2850" "KSK" "Trebišov" 811 528170 "Borša" 561 44 7.84 25 4.45 102 18.18 12 2.13 117 20.85 15 2.67 20 3.56 16 2.85 157 27.98 18 3.2 4.99 65.82 328.4418 10.38 14.25 1268 1183 -85 -6.7 13.84 44.89 40.44 13.26 6.18 0 0 7.78 21.7071372 48.3953573
"2851" "KSK" "Trebišov" 811 528188 "Boťany" 398 10 2.51 7 1.75 90 22.61 5 1.25 58 14.57 3 0.75 0 0 7 1.75 186 46.73 4 1 6.89 65.45 450.9505 22.85 21.02 1237 1249 12 0.97 10.67 65.61 71.1 19.82 1.83 33.68 28.05 21.14 22.0916572 48.4483091
"2852" "KSK" "Trebišov" 811 528200 "Brehov" 170 5 2.94 11 6.47 42 24.7 2 1.17 53 31.17 12 7.05 3 1.76 3 1.76 27 15.88 5 2.94 4 71.11 284.44 22.15 20.55 637 600 -37 -5.81 12.68 33.71 61.96 18.78 3.05 6.48 -4.76 10.83 21.819578 48.4872876
"2853" "KSK" "Trebišov" 811 528218 "Brezina" 347 36 10.37 11 3.17 5 1.44 30 8.64 179 51.58 24 6.91 22 6.34 13 3.74 1 0.28 12 3.45 6.7 68.5 458.95 23.35 18 710 702 -8 -1.13 15.75 0.28 21.66 17.16 5.34 17.83 27.55 9.97 21.55859 48.54989
"2854" "KSK" "Trebišov" 811 528226 "Byšta" 99 12 12.12 5 5.05 4 4.04 8 8.08 37 37.37 11 11.11 7 7.07 5 5.05 0 0 2 2.02 8 74.07 592.56 22.84 13.58 161 150 -11 -6.83 22.84 1.23 24.07 11.73 3.09 0 0 10 21.5409259 48.5305976
"2855" "KSK" "Trebišov" 811 528234 "Cejkov" 565 32 5.66 23 4.07 2 0.35 43 7.61 338 59.82 35 6.19 38 6.72 16 2.83 0 0 16 2.83 7.78 67 521.26 14.08 14.17 1220 1157 -63 -5.16 14.42 0.75 66.08 13.33 5.17 4.68 -12.7 9.59 21.7622517 48.4680339
"2856" "KSK" "Trebišov" 811 528242 "Čeľovce" 212 14 6.6 8 3.77 3 1.41 19 8.96 93 43.86 34 16.03 11 5.18 8 3.77 0 0 8 3.77 7.51 62.96 472.8296 23.7 22.96 526 559 33 6.27 14.81 0.56 47.41 20.93 4.44 24.91 24.77 10.2 21.6274248 48.6028626
"2857" "KSK" "Trebišov" 811 528251 "Čerhov" 279 19 6.81 17 6.09 5 1.79 12 4.3 135 48.38 26 9.31 20 7.16 15 5.37 0 0 19 6.81 7.58 69.11 523.8538 19.17 19.17 833 765 -68 -8.16 12.21 0.98 58.24 18.07 3.3 14.25 32.18 8.24 21.640633 48.46155
"2858" "KSK" "Trebišov" 811 528269 "Černochov" 102 3 2.94 3 2.94 34 33.33 0 0 16 15.68 0 0 4 3.92 4 3.92 30 29.41 1 0.98 8.87 83.65 741.9755 26.44 9.13 232 203 -29 -12.5 21.15 64.9 5.29 8.65 1.44 0 0 12.81 21.7333763 48.4394108
"2609" "KSK" "Michalovce" 807 528277 "Čičarovce" 414 1 0.24 4 0.96 85 20.53 0 0 13 3.14 1 0.24 3 0.72 5 1.2 284 68.59 4 0.96 8.32 65.1 541.632 21.55 20.65 852 901 49 5.75 14.48 92.82 32.55 20.65 3.7 15.95 37.25 14.21 22.0179555 48.5398455
"2859" "KSK" "Trebišov" 811 528285 "Čierna" 245 5 2.04 2 0.81 34 13.87 0 0 92 37.55 0 0 11 4.48 2 0.81 82 33.46 5 2.04 7.49 67.28 503.9272 19.14 15.23 422 467 45 10.66 12.35 91.15 37.86 14.2 2.67 10.04 0 15.2 22.1100424 48.430242
"2860" "KSK" "Trebišov" 811 528293 "Čierna nad Tisou" 1007 55 5.46 41 4.07 286 28.4 12 1.19 303 30.08 13 1.29 19 1.88 40 3.97 148 14.69 38 3.77 5.81 66.9 388.689 20.8 19.12 4538 3683 -855 -18.84 7.21 62.27 47.26 17.84 3.19 12.88 -49.75 11.51 22.0891587 48.4162467
"2610" "KSK" "Michalovce" 807 528307 "Čierne Pole" 186 8 4.3 9 4.83 2 1.07 32 17.2 83 44.62 15 8.06 7 3.76 9 4.83 0 0 9 4.83 7.8 65.03 507.234 16.01 13.73 311 282 -29 -9.32 13.07 3.59 63.73 13.73 9.48 0 0 10.99 22.0783603 48.5788446
"2861" "KSK" "Trebišov" 811 528315 "Dargov" 327 41 12.53 29 8.86 6 1.83 33 10.09 85 25.99 36 11 42 12.84 21 6.42 1 0.3 15 4.58 6.09 65.71 400.1739 15.88 13.85 542 608 66 12.18 18.41 0 44.26 13.68 7.94 0 0 7.07 21.5848136 48.7314093
"2862" "KSK" "Trebišov" 811 528323 "Dobrá" 186 8 4.3 3 1.61 21 11.29 0 0 72 38.7 0 0 1 0.53 0 0 65 34.94 5 2.68 10.68 67.82 724.3176 24.77 19.91 375 487 112 29.87 11.57 77.78 20.37 18.29 4.17 13.8 20.37 17.04 22.02749 48.40947
"2611" "KSK" "Michalovce" 807 528331 "Drahňov" 302 7 2.31 6 1.98 69 22.84 2 0.66 148 49 3 0.99 11 3.64 7 2.31 30 9.93 5 1.65 8.56 54.14 463.4384 33.06 33.28 1137 1426 289 25.42 5.99 22.12 22.12 33.28 3.33 64.98 67.98 16.69 21.967094 48.5907881
"2863" "KSK" "Trebišov" 811 528340 "Dvorianky" 339 22 6.48 33 9.73 1 0.29 26 7.66 162 47.78 25 7.37 30 8.84 14 4.12 0 0 12 3.53 6.71 70.39 472.3169 16.07 12.86 607 611 4 0.66 17.26 0 40.95 11.17 6.43 0 0 7.36 21.7074289 48.7323501
"2864" "KSK" "Trebišov" 811 528358 "Egreš" 129 8 6.2 0 0 4 3.1 14 10.85 71 55.03 3 2.32 7 5.42 6 4.65 0 0 3 2.32 6.9 62.11 428.559 22.47 28.85 430 478 48 11.16 12.33 0.22 53.08 26.87 3.52 39.69 28.37 11.72 21.6090623 48.6141574
"2865" "KSK" "Trebišov" 811 528366 "Hraň" 671 39 5.81 34 5.06 37 5.51 32 4.76 390 58.12 31 4.61 47 7 18 2.68 1 0.14 23 3.42 7.48 65.75 491.81 20.8 18.43 1551 1617 66 4.26 12.89 0.93 56.23 17.43 5.48 27.64 30.43 10.45 21.7884992 48.5446965
"2866" "KSK" "Trebišov" 811 528374 "Hrčeľ" 238 18 7.56 11 4.62 3 1.26 14 5.88 103 43.27 9 3.78 24 10.08 12 5.04 2 0.84 11 4.62 8.01 58.71 470.2671 31.41 31.85 808 999 191 23.64 9.54 0.11 53.61 30.19 2.33 52.41 44.54 12.11 21.687938 48.5227851
"2867" "KSK" "Trebišov" 811 528382 "Hriadky" 225 26 11.55 33 14.66 1 0.44 11 4.88 69 30.66 20 8.88 19 8.44 19 8.44 0 0 16 7.11 6.71 69.62 467.1502 14.19 10.64 467 462 -5 -1.07 15.96 0 59.65 9.76 7.98 0 0 9.52 21.7068167 48.699931
"2619" "KSK" "Michalovce" 807 528391 "Ižkovce" 58 0 0 0 0 44 75.86 1 1.72 4 6.89 0 0 1 1.72 1 1.72 5 8.62 0 0 2.94 59.05 173.607 13.33 8.57 114 102 -12 -10.53 20.95 83.81 14.29 8.57 6.67 0 0 8.82 21.9533173 48.5558664
"2624" "KSK" "Michalovce" 807 528404 "Kapušianske Kľačany" 369 12 3.25 1 0.27 144 39.02 1 0.27 15 4.06 0 0 4 1.08 1 0.27 161 43.63 5 1.35 8.13 59.09 480.4017 19.77 25 827 922 95 11.49 11.36 57.61 16.36 25 2.61 30.68 75.32 14.75 22.10549 48.5288084
"2868" "KSK" "Trebišov" 811 528412 "Kašov" 143 7 4.89 17 11.88 8 5.59 16 11.18 65 45.45 9 6.29 11 7.69 6 4.19 0 0 0 0 4.86 73.68 358.0848 16.84 12.63 279 288 9 3.23 16.84 0.35 47.72 11.23 5.61 0 0 7.29 21.7424521 48.4905361
